Net,Sta,Lat,Lon,Elev,Start,End
XH,FX10,69.4389 N,49.9035 W,664,2011,2011
XH,FX11,69.4346 N,49.8761 W,699,2011,2011
XH,FX12,69.4403 N,49.8880 W,694,2011,2011
XH,FX16,69.4471 N,49.8862 W,713,2011,2011
XH,FX17,69.4471 N,49.8862 W,713,2011,2011
XJ,LG01,42.6223 N,13.2816 E,1019,2009,2009
XJ,LG02,42.6650 N,13.3080 E,1311,2009,2009
XJ,LG03,42.4569 N,13.3563 E,1404,2009,2009
XJ,LG04,42.7099 N,13.4475 E,1059,2009,2009
XJ,LG05,42.7015 N,13.6353 E,750,2009,2009
XJ,LG06,42.6211 N,13.5068 E,1079,2009,2009
XJ,LG07,42.5958 N,13.6621 E,383,2009,2009
XJ,LG08,42.3805 N,13.6621 E,1504,2009,2009
XJ,LG09,42.4483 N,13.8194 E,727,2009,2009
XJ,LG10,42.5070 N,13.6703 E,540,2009,2009
XJ,LG11,42.1212 N,13.3357 E,951,2009,2009
XJ,LG12,42.0792 N,13.5143 E,742,2009,2009
XJ,LG13,42.0276 N,13.6502 E,767,2009,2009
XJ,LG14,41.9998 N,13.7988 E,695,2009,2009
XJ,LG15,42.1133 N,13.8137 E,373,2009,2009
XJ,LG16,42.2194 N,13.7833 E,872,2009,2009
XJ,LG17,42.3186 N,13.7767 E,770,2009,2009
XJ,LG18,42.1303 N,13.7020 E,636,2009,2009
XJ,LG19,42.3078 N,13.2405 E,1330,2009,2009
XJ,LG20,42.2054 N,13.2554 E,954,2009,2009
XK,HEF,68.4062 N,23.6643 E,375,2007,2009
XK,KEV,69.7565 N,27.0036 E,85,2007,2009
XK,KIF,69.0431 N,20.8040 E,480,2007,2009
XK,KTK,69.0117 N,23.2365 E,365,2007,2008
XK,KTK1,69.0117 N,23.2365 E,365,2007,2009
XK,KU6,66.0255 N,29.8907 E,275,2007,2009
XK,LP00,64.4402 N,24.5172 E,79,2008,2009
XK,LP01,65.4468 N,27.5104 E,181,2007,2009
XK,LP02,65.4381 N,29.5580 E,246,2009,2009
XK,LP11,65.5106 N,25.4928 E,54,2007,2009
XK,LP12,65.8962 N,26.4108 E,156,2007,2009
XK,LP13,65.0371 N,28.3060 E,276,2007,2009
XK,LP14,66.3372 N,29.3442 E,283,2007,2009
XK,LP21,66.0406 N,25.0303 E,94,2007,2009
XK,LP22,66.3010 N,27.3024 E,215,2007,2009
XK,LP23,66.8824 N,28.9397 E,237,2007,2009
XK,LP31,66.5861 N,24.0871 E,139,2007,2009
XK,LP33,66.9745 N,27.3384 E,174,2007,2009
XK,LP34,67.2657 N,28.1253 E,209,2007,2009
XK,LP35,67.3633 N,29.3569 E,275,2007,2009
XK,LP36,67.6050 N,31.1575 E,160,2007,2008
XK,LP41,67.0927 N,24.3786 E,224,2007,2009
XK,LP42,67.0622 N,25.5987 E,234,2007,2009
XK,LP43,67.7841 N,27.7837 E,261,2007,2009
XK,LP51,67.4551 N,23.6436 E,185,2007,2009
XK,LP52,67.5775 N,25.0927 E,197,2007,2009
XK,LP53,68.0843 N,27.1888 E,285,2007,2009
XK,LP54,68.4717 N,28.3189 E,223,2007,2009
XK,LP61,67.9141 N,23.9322 E,321,2007,2009
XK,LP62,68.1597 N,25.7760 E,289,2007,2009
XK,LP63,68.4065 N,26.4539 E,255,2007,2009
XK,LP64,68.7079 N,27.7851 E,158,2007,2009
XK,LP65,68.8469 N,28.3076 E,136,2007,2009
XK,LP71,68.4924 N,24.7061 E,364,2007,2009
XK,LP72,68.9533 N,25.7120 E,235,2007,2009
XK,LP73,69.0683 N,27.1148 E,182,2007,2009
XK,LP74,69.3605 N,28.2712 E,28,2007,2009
XK,LP75,69.6676 N,29.1089 E,105,2007,2009
XK,LP81,68.4827 N,22.1188 E,379,2007,2009
XK,LP83,69.3753 N,24.2108 E,352,2007,2009
XK,MSF,65.9110 N,29.0400 E,365,2007,2009
XK,OUL,65.0850 N,25.8960 E,60,2007,2009
XK,RNF,66.6120 N,26.0100 E,198,2007,2009
XK,SGF,67.4420 N,26.5260 E,180,2007,2009
XK,VRF,67.7480 N,29.6090 E,350,2007,2009
XN,BOG,7.9542 S,110.5662 E,200,2006,2006
XN,BUM,7.9179 S,110.1982 E,44,2006,2006
XN,DES,7.7600 S,110.6344 E,150,2006,2006
XN,IMO,7.9225 S,110.3936 E,73,2006,2006
XN,KARA,7.9547 S,110.3668 E,55,2006,2006
XN,KEM,8.1167 S,110.5606 E,120,2006,2006
XN,KRI,7.7772 S,110.6408 E,200,2006,2006
XN,NEP01,27.8916 N,85.9002 E,1789,2015,2020
XN,NEP02,27.8725 N,85.8721 E,1525,2015,2020
XN,NEP03,27.9227 N,85.8646 E,2604,2015,2020
XN,NEP04,27.8723 N,85.8868 E,1282,2015,2020
XN,NEP05,27.8725 N,85.8878 E,1317,2015,2020
XN,NEP06,27.8818 N,85.9068 E,1217,2015,2020
XN,NEP07,27.8821 N,85.9077 E,1216,2015,2020
XN,NEP08,27.9052 N,85.9207 E,1343,2015,2020
XN,NEP09,27.8756 N,85.9273 E,1358,2015,2020
XN,NEP10,27.8816 N,85.9028 E,1221,2015,2020
XN,NEP11,27.7978 N,85.8955 E,877,2015,2015
XN,NEP12,27.7357 N,85.7798 E,694,2015,2016
XN,NEP13,27.8949 N,85.8714 E,2311,2015,2020
XN,NEP14,27.3385 N,85.9895 E,469,2015,2020
XN,NEP15,27.9194 N,85.9295 E,1352,2015,2015
XN,NEP16,27.8731 N,85.8873 E,2182,2015,2020
XN,NEP17,27.7984 N,85.8952 E,879,2016,2020
XN,NEP18,27.8530 N,85.8784 E,1022,2016,2020
XN,NEP19,27.9205 N,85.9309 E,1344,2016,2020
XN,NGL,7.8643 S,110.5586 E,260,2006,2006
XN,PAL,7.9954 S,110.4871 E,175,2006,2006
XN,PEL,7.8363 S,110.3056 E,130,2006,2006
XN,PRA,7.7498 S,110.4933 E,172,2006,2006
XN,RAT,8.0280 S,110.3420 E,50,2006,2006
XN,TRI,7.9259 S,110.2888 E,37,2006,2006
XN,WAN,7.9124 S,110.5220 E,230,2006,2006
XN,WON,7.8869 S,110.4357 E,120,2006,2006
XN,YOG,7.7927 S,110.3651 E,160,2006,2006
XO,ALG,22.8625 S,69.8064 W,1500,1995,1995
XO,ALG,22.8594 S,69.8064 W,1380,1995,1995
XO,AM01,42.9806 N,13.3587 E,549,2016,2016
XO,AM02,42.9796 N,13.3536 E,516,2016,2016
XO,AM03,42.9816 N,13.3628 E,511,2016,2016
XO,AM04,42.9833 N,13.3650 E,455,2016,2016
XO,AM05,42.9774 N,13.3528 E,464,2016,2017
XO,AMA,23.5606 S,69.3927 W,1724,1995,1995
XO,AME,23.9167 S,69.7581 W,850,1995,1995
XO,BSJ,25.0148 S,70.4182 W,800,1995,1995
XO,CAC,22.9992 S,70.3050 W,100,1995,1995
XO,CER,22.2653 S,69.8172 W,1450,1995,1995
XO,COL,23.7856 S,70.4089 W,311,1995,1995
XO,CP01,42.5246 N,13.2876 E,885,2016,2016
XO,CP02,42.5239 N,13.2960 E,898,2016,2016
XO,CP04,42.5253 N,13.3016 E,957,2016,2016
XO,CP05,42.5205 N,13.3027 E,925,2016,2016
XO,CP06,42.5350 N,13.2859 E,900,2016,2016
XO,CP07,42.5075 N,13.2751 E,842,2016,2016
XO,CRP,22.4414 S,69.8394 W,1830,1995,1995
XO,CV01,42.7727 N,13.6662 E,642,2016,2016
XO,CV02,42.7731 N,13.6695 E,600,2016,2016
XO,CV03,42.7726 N,13.6730 E,540,2016,2016
XO,CV04,42.7723 N,13.6667 E,585,2016,2016
XO,CV05,42.7715 N,13.6637 E,605,2016,2016
XO,DES,23.3483 S,70.3297 W,450,1995,1995
XO,ELE,22.2867 S,69.6519 W,1200,1995,1995
XO,ERC,23.1397 S,69.8742 W,1368,1995,1995
XO,GAT,22.4736 S,70.2150 W,70,1995,1995
XO,GAT,22.4736 S,70.2150 W,400,1995,1995
XO,GRA,23.0242 S,70.0874 W,1100,1995,1995
XO,GUA,23.0271 S,69.6271 W,1360,1995,1995
XO,LCA,24.5214 S,69.8128 W,1550,1995,1995
XO,LDO,24.8768 S,69.8805 W,2190,1995,1995
XO,LTO,24.8444 S,69.9878 W,2130,1995,1995
XO,MB01,42.5240 N,13.2765 E,837,2016,2016
XO,MB02,42.5290 N,13.2777 E,853,2016,2016
XO,MB03,42.5225 N,13.2841 E,845,2016,2016
XO,MB04,42.5218 N,13.2739 E,827,2016,2016
XO,MB05,42.5254 N,13.2909 E,879,2016,2016
XO,MB06,42.5227 N,13.2622 E,818,2016,2016
XO,MB07,42.5304 N,13.2648 E,827,2016,2016
XO,MB08,42.5156 N,13.2789 E,828,2016,2016
XO,MB09,42.5354 N,13.2854 E,907,2016,2016
XO,MB10,42.5140 N,13.2931 E,851,2016,2016
XO,MB12,42.5297 N,13.2444 E,829,2016,2016
XO,MEX,23.2847 S,70.0628 W,1200,1995,1995
XO,MIC,22.7014 S,70.1625 W,900,1995,1995
XO,MJC,23.2861 S,70.5322 W,150,1995,1995
XO,MJN,23.1017 S,70.5039 W,500,1995,1995
XO,MJP,23.1747 S,70.3197 W,150,1995,1995
XO,MJS,23.4697 S,70.5333 W,250,1995,1995
XO,MN02,42.5139 N,13.2670 E,827,2016,2016
XO,MN03,42.5192 N,13.2553 E,823,2016,2016
XO,MN04,42.5291 N,13.2352 E,977,2016,2016
XO,MN06,42.5240 N,13.2448 E,923,2016,2016
XO,MN08,42.5262 N,13.2412 E,916,2016,2016
XO,MN09,42.5299 N,13.2455 E,827,2016,2016
XO,MTO,22.7703 S,70.2830 W,250,1995,1995
XO,MUL,24.0211 S,70.4453 W,900,1995,1995
XO,NAV,23.7717 S,70.0442 W,675,1995,1995
XO,NEG,22.2746 S,69.3727 W,1450,1995,1995
XO,NEU,22.6844 S,69.9608 W,1300,1995,1995
XO,OFE,24.1060 S,69.8972 W,1100,1995,1995
XO,OSG,24.2150 S,69.7882 W,1046,1995,1995
XO,PA1,23.9433 S,70.2900 W,646,1995,1995
XO,PA2,23.9686 S,70.2528 W,877,1995,1995
XO,PAS,24.7403 S,70.3664 W,1900,1995,1995
XO,PEL,23.6483 S,69.8706 W,990,1995,1995
XO,PIM,22.8811 S,69.3616 W,1660,1995,1995
XO,PRE,24.4458 S,70.3250 W,1950,1995,1995
XO,PRI,24.0536 S,69.8494 W,1036,1995,1995
XO,PRT,23.4569 S,70.2253 W,851,1995,1995
XO,PSR,23.9060 S,69.5021 W,1300,1995,1995
XO,PUN,23.1170 S,69.4201 W,1550,1995,1995
XO,QC1,23.6239 S,70.3419 W,535,1995,1995
XO,QC2,23.5983 S,70.3547 W,713,1995,1995
XO,SGF1,42.5075 N,13.2773 E,874,2016,2016
XO,SGF2,42.5037 N,13.2828 E,913,2016,2016
XO,SGF3,42.5095 N,13.2757 E,857,2016,2016
XO,SGF5,42.5068 N,13.2809 E,940,2016,2016
XO,SGF6,42.5038 N,13.2855 E,1000,2016,2016
XO,SGF7,42.5072 N,13.2877 E,1101,2016,2016
XO,SGFR,42.5011 N,13.2749 E,887,2016,2016
XO,SOM,22.4918 S,69.3885 W,1350,1995,1995
XO,SUR,24.2453 S,70.4072 W,1605,1995,1995
XO,SUR,24.2453 S,70.4072 W,1600,1995,1995
XO,TET,24.2358 S,70.0547 W,1250,1995,1995
XO,TOC,22.1514 S,70.1161 W,1250,1995,1995
XO,TRO,23.4222 S,69.8600 W,940,1995,1995
XO,VAL,22.6475 S,69.7161 W,1500,1995,1995
XO,VEN,23.3691 S,69.6129 W,1400,1995,1995
XP,A11,21.2236 S,55.6960 E,2211,2014,2014
XP,A12,21.2236 S,55.6970 E,2210,2014,2014
XP,A13,21.2236 S,55.6979 E,2206,2014,2014
XP,A14,21.2235 S,55.6987 E,2205,2014,2014
XP,A15,21.2234 S,55.6995 E,2204,2014,2014
XP,A16,21.2235 S,55.7004 E,2199,2014,2014
XP,A17,21.2234 S,55.7011 E,2193,2014,2014
XP,A21,21.2244 S,55.6960 E,2212,2014,2014
XP,A22,21.2243 S,55.6970 E,2212,2014,2014
XP,A23,21.2243 S,55.6979 E,2210,2014,2014
XP,A24,21.2242 S,55.6987 E,2204,2014,2014
XP,A25,21.2242 S,55.6995 E,2201,2014,2014
XP,A26,21.2241 S,55.7003 E,2199,2014,2014
XP,A27,21.2241 S,55.7013 E,2194,2014,2014
XP,A31,21.2252 S,55.6960 E,2212,2014,2014
XP,A32,21.2250 S,55.6972 E,2210,2014,2014
XP,A33,21.2250 S,55.6979 E,2209,2014,2014
XP,A34,21.2250 S,55.6988 E,2204,2014,2014
XP,A35,21.2250 S,55.6995 E,2202,2014,2014
XP,A36,21.2249 S,55.7003 E,2198,2014,2014
XP,A37,21.2249 S,55.7012 E,2194,2014,2014
XP,A41,21.2258 S,55.6960 E,2212,2014,2014
XP,A42,21.2256 S,55.6971 E,2213,2014,2014
XP,A43,21.2256 S,55.6979 E,2212,2014,2014
XP,A44,21.2255 S,55.6988 E,2208,2014,2014
XP,A45,21.2255 S,55.6995 E,2203,2014,2014
XP,A46,21.2254 S,55.7003 E,2198,2014,2014
XP,A47,21.2254 S,55.7012 E,2194,2014,2014
XP,A51,21.2265 S,55.6962 E,2216,2014,2014
XP,A52,21.2264 S,55.6972 E,2215,2014,2014
XP,A53,21.2263 S,55.6979 E,2213,2014,2014
XP,A54,21.2263 S,55.6987 E,2210,2014,2014
XP,A55,21.2262 S,55.6996 E,2206,2014,2014
XP,A56,21.2262 S,55.7003 E,2201,2014,2014
XP,A57,21.2261 S,55.7012 E,2198,2014,2014
XP,A61,21.2272 S,55.6963 E,2219,2014,2014
XP,A62,21.2272 S,55.6972 E,2216,2014,2014
XP,A63,21.2271 S,55.6980 E,2214,2014,2014
XP,A64,21.2271 S,55.6988 E,2214,2014,2014
XP,A65,21.2270 S,55.6995 E,2212,2014,2014
XP,A66,21.2269 S,55.7003 E,2207,2014,2014
XP,A67,21.2268 S,55.7012 E,2202,2014,2014
XP,A71,21.2279 S,55.6963 E,2222,2014,2014
XP,A72,21.2280 S,55.6972 E,2218,2014,2014
XP,A73,21.2280 S,55.6980 E,2219,2014,2014
XP,A74,21.2279 S,55.6989 E,2219,2014,2014
XP,A75,21.2279 S,55.6997 E,2218,2014,2014
XP,A76,21.2279 S,55.7004 E,2217,2014,2014
XP,A77,21.2278 S,55.7012 E,2215,2014,2014
XP,ABD,36.9077 N,35.5672 E,30,1998,1998
XP,B11,21.2444 S,55.6822 E,2195,2014,2014
XP,B12,21.2445 S,55.6830 E,2196,2014,2014
XP,B13,21.2446 S,55.6839 E,2198,2014,2014
XP,B14,21.2446 S,55.6847 E,2201,2014,2014
XP,B15,21.2447 S,55.6854 E,2199,2014,2014
XP,B16,21.2448 S,55.6862 E,2201,2014,2014
XP,B17,21.2449 S,55.6870 E,2206,2014,2014
XP,B21,21.2452 S,55.6822 E,2199,2014,2014
XP,B22,21.2453 S,55.6831 E,2199,2014,2014
XP,B23,21.2453 S,55.6839 E,2196,2014,2014
XP,B24,21.2454 S,55.6848 E,2195,2014,2014
XP,B25,21.2454 S,55.6856 E,2198,2014,2014
XP,B26,21.2456 S,55.6864 E,2203,2014,2014
XP,B27,21.2456 S,55.6871 E,2206,2014,2014
XP,B31,21.2460 S,55.6823 E,2197,2014,2014
XP,B32,21.2461 S,55.6831 E,2195,2014,2014
XP,B33,21.2461 S,55.6839 E,2194,2014,2014
XP,B34,21.2462 S,55.6848 E,2192,2014,2014
XP,B35,21.2462 S,55.6857 E,2196,2014,2014
XP,B36,21.2463 S,55.6864 E,2198,2014,2014
XP,B37,21.2463 S,55.6871 E,2203,2014,2014
XP,B41,21.2468 S,55.6824 E,2194,2014,2014
XP,B42,21.2469 S,55.6831 E,2193,2014,2014
XP,B43,21.2469 S,55.6840 E,2190,2014,2014
XP,B44,21.2470 S,55.6849 E,2190,2014,2014
XP,B45,21.2471 S,55.6857 E,2192,2014,2014
XP,B46,21.2471 S,55.6865 E,2196,2014,2014
XP,B47,21.2472 S,55.6872 E,2199,2014,2014
XP,B51,21.2476 S,55.6824 E,2192,2014,2014
XP,B52,21.2476 S,55.6831 E,2191,2014,2014
XP,B53,21.2477 S,55.6840 E,2189,2014,2014
XP,B54,21.2477 S,55.6849 E,2185,2014,2014
XP,B55,21.2479 S,55.6858 E,2188,2014,2014
XP,B56,21.2479 S,55.6866 E,2190,2014,2014
XP,B57,21.2480 S,55.6872 E,2192,2014,2014
XP,B61,21.2483 S,55.6825 E,2187,2014,2014
XP,B62,21.2483 S,55.6831 E,2186,2014,2014
XP,B63,21.2484 S,55.6840 E,2185,2014,2014
XP,B64,21.2485 S,55.6850 E,2181,2014,2014
XP,B65,21.2485 S,55.6858 E,2184,2014,2014
XP,B66,21.2486 S,55.6866 E,2185,2014,2014
XP,B67,21.2486 S,55.6873 E,2189,2014,2014
XP,B71,21.2490 S,55.6825 E,2184,2014,2014
XP,B72,21.2491 S,55.6832 E,2180,2014,2014
XP,B73,21.2491 S,55.6841 E,2181,2014,2014
XP,B74,21.2492 S,55.6851 E,2176,2014,2014
XP,B75,21.2492 S,55.6858 E,2179,2014,2014
XP,B76,21.2493 S,55.6866 E,2181,2014,2014
XP,B77,21.2493 S,55.6873 E,2184,2014,2014
XP,C11,21.2692 S,55.7109 E,1994,2014,2014
XP,C12,21.2689 S,55.7118 E,1989,2014,2014
XP,C13,21.2694 S,55.7128 E,1981,2014,2014
XP,C14,21.2694 S,55.7135 E,1976,2014,2014
XP,C15,21.2693 S,55.7144 E,1975,2014,2014
XP,C16,21.2693 S,55.7151 E,1966,2014,2014
XP,C17,21.2690 S,55.7161 E,1961,2014,2014
XP,C21,21.2699 S,55.7112 E,1984,2014,2014
XP,C22,21.2699 S,55.7119 E,1980,2014,2014
XP,C23,21.2700 S,55.7128 E,1976,2014,2014
XP,C24,21.2699 S,55.7136 E,1972,2014,2014
XP,C25,21.2702 S,55.7144 E,1958,2014,2014
XP,C26,21.2701 S,55.7152 E,1961,2014,2014
XP,C27,21.2697 S,55.7158 E,1960,2014,2014
XP,C31,21.2705 S,55.7116 E,1976,2014,2014
XP,C32,21.2706 S,55.7124 E,1965,2014,2014
XP,C33,21.2708 S,55.7130 E,1962,2014,2014
XP,C34,21.2707 S,55.7137 E,1958,2014,2014
XP,C35,21.2707 S,55.7146 E,1954,2014,2014
XP,C36,21.2707 S,55.7152 E,1949,2014,2014
XP,C37,21.2707 S,55.7161 E,1948,2014,2014
XP,C41,21.2714 S,55.7116 E,1964,2014,2014
XP,C42,21.2714 S,55.7122 E,1960,2014,2014
XP,C43,21.2714 S,55.7132 E,1954,2014,2014
XP,C44,21.2715 S,55.7140 E,1950,2014,2014
XP,C45,21.2714 S,55.7151 E,1942,2014,2014
XP,C46,21.2714 S,55.7155 E,1942,2014,2014
XP,C47,21.2713 S,55.7167 E,1938,2014,2014
XP,C51,21.2721 S,55.7115 E,1959,2014,2014
XP,C52,21.2718 S,55.7120 E,1958,2014,2014
XP,C53,21.2719 S,55.7132 E,1952,2014,2014
XP,C54,21.2723 S,55.7141 E,1941,2014,2014
XP,C55,21.2722 S,55.7149 E,1936,2014,2014
XP,C56,21.2721 S,55.7157 E,1931,2014,2014
XP,C57,21.2721 S,55.7164 E,1930,2014,2014
XP,C61,21.2728 S,55.7117 E,1949,2014,2014
XP,C62,21.2728 S,55.7127 E,1942,2014,2014
XP,C63,21.2728 S,55.7134 E,1944,2014,2014
XP,C64,21.2731 S,55.7141 E,1935,2014,2014
XP,C65,21.2729 S,55.7149 E,1928,2014,2014
XP,C66,21.2730 S,55.7157 E,1922,2014,2014
XP,C67,21.2729 S,55.7167 E,1919,2014,2014
XP,C71,21.2734 S,55.7116 E,1940,2014,2014
XP,C72,21.2739 S,55.7124 E,1934,2014,2014
XP,C73,21.2737 S,55.7132 E,1930,2014,2014
XP,C74,21.2737 S,55.7143 E,1926,2014,2014
XP,C75,21.2737 S,55.7150 E,1921,2014,2014
XP,C76,21.2737 S,55.7159 E,1918,2014,2014
XP,C77,21.2736 S,55.7167 E,1907,2014,2014
XP,D11,21.2435 S,55.7057 E,2578,2014,2014
XP,D12,21.2481 S,55.7110 E,2541,2014,2014
XP,D13,21.2480 S,55.7202 E,2430,2014,2014
XP,D14,21.2425 S,55.7211 E,2456,2014,2014
XP,D15,21.2385 S,55.7147 E,2482,2014,2014
XP,GAK,37.0435 N,35.2264 E,30,1998,1998
XP,GEL,36.9560 N,35.6270 E,50,1998,1998
XP,GOT,36.8723 N,35.4754 E,30,1998,1998
XP,HAK,37.1697 N,35.5694 E,50,1998,1998
XP,KIZ,37.1051 N,35.4640 E,60,1998,1998
XP,SAG,37.1781 N,35.6891 E,40,1998,1998
XP,SAR,37.0163 N,35.2263 E,30,1998,1998
XP,YER,36.8383 N,35.2384 E,30,1998,1998
XS,QC01,32.2586 S,70.9093 W,901,2010,2011
XS,QC02,37.0383 S,72.5506 W,125,2010,2011
XS,QC03,37.6072 S,71.9874 W,626,2010,2011
XS,QC04,37.5529 S,73.0964 W,538,2010,2011
XS,QC05,38.2895 S,72.6117 W,261,2010,2011
XS,QC06,33.9928 S,71.6033 W,283,2010,2011
XS,QC07,37.8093 S,72.6966 W,88,2010,2011
XS,QC08,38.2720 S,73.2011 W,120,2010,2010
XS,QC09,33.9982 S,71.6039 W,294,2010,2011
XS,QC10,37.5413 S,72.8147 W,94,2010,2011
XS,QC11,37.7665 S,73.4893 W,157,2010,2011
XS,QC12,34.1893 S,71.1986 W,192,2010,2011
XS,QC13,33.9979 S,71.6092 W,250,2010,2011
XS,QC14,37.3263 S,72.9344 W,178,2010,2011
XS,QF01,32.5581 S,70.9289 W,594,2010,2010
XS,QF02B,34.4019 S,72.0161 W,93,2010,2011
XS,QF03,32.5786 S,71.4528 W,49,2010,2011
XS,QF04,33.1436 S,70.6749 W,699,2010,2011
XS,QF05,34.0005 S,71.6051 W,281,2010,2010
XS,QF06,33.3090 S,71.3908 W,329,2010,2011
XS,QF07,33.3090 S,71.3908 W,329,2010,2010
XS,QF08,35.4273 S,71.6476 W,91,2010,2010
XS,QF09,32.9760 S,71.0156 W,2187,2010,2010
XS,QF10,32.9760 S,71.0156 W,2187,2010,2010
XS,QF11,36.4057 S,72.4013 W,0,2010,2010
XS,QF11A,36.4057 S,72.4013 W,0,2011,2011
XS,QF12,34.3540 S,71.7122 W,636,2010,2010
XS,QF13,35.4206 S,71.6984 W,155,2010,2010
XS,QF14,35.2054 S,71.9666 W,86,2010,2010
XS,QF15,35.4254 S,71.6016 W,115,2010,2010
XS,QF16,34.2398 S,71.8836 W,378,2010,2010
XS,QF17,34.6431 S,71.8954 W,0,2010,2010
XS,QF18,35.4213 S,71.6666 W,105,2010,2010
XS,QF19,37.3200 S,73.3476 W,118,2010,2010
XS,QF20,35.6947 S,72.1240 W,236,2010,2011
XS,QF21,36.4057 S,72.4013 W,0,2010,2011
XS,QF22,37.6534 S,73.6274 W,189,2010,2010
XS,QF22A,37.6534 S,73.6274 W,0,2011,2011
XS,QF23,35.2054 S,71.9666 W,76,2010,2011
XS,QF24A,33.4573 S,70.6622 W,547,2010,2010
XS,QF24B,33.0277 S,71.6351 W,67,2010,2011
XS,QF25,36.7731 S,73.2097 W,27,2010,2011
XS,QF25A,36.7731 S,73.2097 W,0,2011,2011
XS,QF26,37.9809 S,73.2422 W,51,2010,2011
XS,QF26A,37.9809 S,73.2422 W,0,2011,2011
XS,QF27A,33.4573 S,70.6622 W,0,2010,2010
XS,QF27B,33.9967 S,71.5902 W,299,2010,2011
XT,AAE01,50.6074 N,13.4320 E,590,2014,2015
XT,AAE02,50.5107 N,13.2526 E,843,2014,2015
XT,AAE03,50.4306 N,13.4300 E,305,2014,2015
XT,AAE04,50.3545 N,13.2588 E,388,2014,2015
XT,AAE05,50.2522 N,13.3696 E,301,2014,2015
XT,AAE06,50.1747 N,13.2520 E,545,2014,2015
XT,AAE07,50.0733 N,13.4219 E,455,2014,2015
XT,AAE08,49.9910 N,13.2322 E,409,2014,2015
XT,AAE09,49.8890 N,13.4135 E,493,2014,2015
XT,AAE10,49.7998 N,13.2509 E,353,2014,2015
XT,AAE11,49.7030 N,13.4692 E,345,2014,2015
XT,AAE12,49.6045 N,13.2629 E,360,2014,2015
XT,AAE13,49.5289 N,13.4547 E,480,2014,2015
XT,AAE14,49.4427 N,13.2495 E,386,2014,2015
XT,AAE15,49.3648 N,13.4141 E,680,2014,2015
XT,AAE16,49.2642 N,13.2193 E,643,2014,2015
XT,AAE17,49.1554 N,13.4379 E,890,2014,2015
XT,AAE18,49.0982 N,13.2165 E,685,2014,2015
XT,AAE19,48.9712 N,13.4825 E,1175,2014,2015
XT,AAE20,48.8896 N,13.2981 E,615,2014,2015
XT,AAE21,48.8037 N,13.4192 E,555,2014,2015
XT,AAE22,48.7190 N,13.2616 E,462,2014,2015
XT,AAE23,48.6418 N,13.4277 E,490,2014,2015
XT,AAE24,48.5310 N,13.2741 E,434,2014,2015
XT,AAE25,48.4670 N,13.4076 E,392,2014,2015
XT,AAE26,48.3569 N,13.2878 E,380,2014,2015
XT,AAE27,48.2803 N,13.4336 E,385,2014,2015
XT,AAE28,48.1861 N,13.2633 E,463,2014,2015
XT,AAE29,48.0900 N,13.4478 E,611,2014,2015
XT,AAE30,48.0017 N,13.2646 E,617,2014,2015
XT,AAE31,47.9130 N,13.4361 E,667,2014,2015
XT,AAE32,47.8188 N,13.2733 E,778,2014,2015
XT,AAE33,47.7278 N,13.4307 E,551,2014,2015
XT,AAE34,47.6360 N,13.2614 E,1479,2014,2015
XT,AAE35,47.5485 N,13.4261 E,917,2014,2015
XT,AAE36,47.4541 N,13.2486 E,962,2014,2015
XT,AAE37,47.3677 N,13.4373 E,1019,2014,2015
XT,AAE38,47.2731 N,13.2526 E,1451,2014,2015
XT,AAE39,47.1860 N,13.4194 E,1542,2014,2015
XT,AAE40,47.1045 N,13.2135 E,1369,2014,2015
XT,AAE41,47.0096 N,13.4352 E,943,2014,2015
XT,AAE42,46.9086 N,13.2700 E,1221,2014,2015
XT,AAE43,46.8405 N,13.4378 E,797,2014,2015
XT,AAE44,46.7332 N,13.2491 E,1136,2014,2015
XT,AAE45,46.6339 N,13.4147 E,677,2014,2015
XT,AAE46,46.5641 N,13.2539 E,1908,2014,2015
XT,AAE47,46.4628 N,13.4375 E,1301,2014,2015
XT,AAE48,46.3796 N,13.2698 E,426,2014,2015
XT,AAE49,46.3069 N,13.4009 E,735,2014,2015
XT,AAE50,46.2020 N,13.2657 E,281,2014,2015
XT,AAE51,46.1294 N,13.4320 E,190,2014,2015
XT,AAE52,46.0136 N,13.2945 E,73,2014,2015
XT,AAE53,45.9254 N,13.4020 E,46,2014,2015
XT,AAE54,45.8418 N,13.2583 E,13,2014,2015
XT,AAE55,45.7552 N,13.4208 E,1,2014,2015
XW,W01,40.5061 N,27.7771 E,68,2007,2008
XW,W02,40.3461 N,27.8617 E,297,2007,2008
XW,W03,40.1083 N,28.0581 E,154,2007,2008
XW,W04,39.9178 N,28.0862 E,435,2007,2008
XW,W05,39.8025 N,27.9627 E,446,2007,2008
XW,W06,39.4683 N,27.8842 E,254,2007,2008
XW,W07,39.2959 N,27.9208 E,559,2007,2008
XW,W08,39.2042 N,27.8339 E,316,2007,2008
XW,W09,38.9975 N,27.8951 E,428,2007,2008
XW,W10,38.8494 N,27.8744 E,156,2007,2008
XW,W11,38.7033 N,27.9692 E,105,2007,2008
XW,W12,38.4459 N,28.1122 E,354,2007,2008
XW,W13,38.5585 N,27.9417 E,118,2007,2008
XW,W14,38.3005 N,28.0491 E,1177,2007,2008
XW,W15,38.0975 N,28.0210 E,266,2007,2008
XW,W16,37.9603 N,28.0167 E,722,2007,2008
